Character,Sentence,movie_number,identified_spells
HARRY,"Messrs. Moony, Wormtail, Padfoot, and Prongs offer their compliments to Professor Snape and...",film 3,
SNAPE,Go on.,film 3,
HARRY,And request he keep his large nose out of other people's business.,film 3,
SNAPE,You insolent little...,film 3,
LUPIN,Professor!,film 3,
SNAPE,"Well, well. Lupin.",film 3,
SNAPE,"Out for a little walk in the moonlight, are we?",film 3,
LUPIN,"Harry, are you all right?",film 3,
SNAPE,That remains to be seen.,film 3,
SNAPE,I have now just confiscated a rather curious artifact.,film 3,
SNAPE,"Take a look, Lupin.",film 3,
SNAPE,Supposed to be your area of expertise.,film 3,
SNAPE,"Clearly, it's full of dark magic.",film 3,
LUPIN,"I seriously doubt it, Severus.",film 3,
LUPIN,It looks as though it's a parchment designed to insult anyone who tries to read it.,film 3,
LUPIN,I suspect it's a Zonko product.,film 3,
LUPIN,"Nevertheless, I shall investigate any hidden qualities it may possess.",film 3,
LUPIN,"It is, after all, as you say, my area of expertise.",film 3,
LUPIN,"Harry, would you come with me, please? Professor, good night.",film 3,
VOICE,Are you deaf? Put that light out!,film 3,
LUPIN,Come in.,film 3,
LUPIN,"I haven't the faintest idea how this map came to be in your possession but quite frankly, I am astounded that you didn't hand it in.",film 3,
LUPIN,"Did it never occur to you that this, in the hands of Sirius Black is a map to you?",film 3,
LUPIN,No.,film 3,
HARRY,"No, sir.",film 3,
LUPIN,Your father never set much store by the rules either.,film 3,
LUPIN,But he and your mother gave their lives to save yours.,film 3,
LUPIN,Gambling their sacrifice by wandering the castle unprotected with a killer on the loose seems to me a poor way to repay them!,film 3,
LUPIN,"Now, I will not cover up for you again.",film 3,
LUPIN,Do you hear me?,film 3,
HARRY,"Yes, sir.",film 3,
LUPIN,I want you to return to your dormitory and stay there.,film 3,
LUPIN,And don't take any detours.,film 3,
LUPIN,"If you do, I shall know.",film 3,
HARRY,"Professor, just so you know, I don't think that map always works.",film 3,
HARRY,"Earlier, it showed someone in the castle.",film 3,
HARRY,Someone I know to be dead.,film 3,
LUPIN,"Oh, really? And who might that be?",film 3,
HARRY,Peter Pettigrew.,film 3,
LUPIN,That's not possible.,film 3,
HARRY,It's just what I saw.,film 3,
HARRY,"Good night, professor.",film 3,
TRELAWNEY,Broaden your minds.,film 3,
TRELAWNEY,You must look beyond.,film 3,
TRELAWNEY,The art of crystal gazing is in the clearing of the Inner Eye.,film 3,
TRELAWNEY,Only then can you see. Try again.,film 3,
TRELAWNEY,"Now, what do we have here?",film 3,
HERMIONE,Do you mind me trying?,film 3,
HERMIONE,"The Grim, possibly.",film 3,
TRELAWNEY,"My dear, from the first moment you stepped foot in my class I sensed that you did not possess the proper spirit for the noble art of Divination.",film 3,
TRELAWNEY,"No, you see, there.",film 3,
TRELAWNEY,"You may be young in years, but your heart is as shriveled as an old maid's, your soul as dry as the pages of the books to which you so desperately cleave.",film 3,
TRELAWNEY,Have I said something?,film 3,
RON,"She's gone mental, Hermione has.",film 3,
RON,"I mean, not that she wasn't always mental but now it's in the open for everyone to see.",film 3,
HARRY,Hang on.,film 3,
HARRY,We better take this back.,film 3,
RON,I'm not going back.,film 3,
HARRY,Fine. See you later.,film 3,
RON,See you.,film 3,
VOICE,Harry Potter,film 3,
HARRY,Professor Trelawney...,film 3,
TRELAWNEY,He will return tonight.,film 3,
HARRY,Sorry?,film 3,
TRELAWNEY,"Tonight, he who betrayed his friends, whose heart rots with murder shall break free.",film 3,
TRELAWNEY,Innocent blood shall be spilt and servant and master shall be reunited once more.,film 3,
TRELAWNEY,"I'm so sorry, dear boy.",film 3,
TRELAWNEY,Did you say something?,film 3,
HARRY,No. Nothing.,film 3,
HERMIONE,I can't believe they're going to kill Buckbeak. It's just too horrible.,film 3,
RON,It just got worse.,film 3,
DRACO,What did I say? Father said I can keep the hippogriff's head.,film 3,
DRACO,I'll donate it to the Gryffindors' room.,film 3,
DRACO,This is going to be rich.,film 3,
GOYLE,Look who's here.,film 3,
DRACO,Come to see the show?,film 3,
HERMIONE,"You! You foul, loathsome, evil little cockroach!",film 3,
RON,"Hermione, no!",film 3,
RON,He's not worth it.,film 3,
GOYLE,"Malfoy, are you okay?",film 3,
GOYLE,Let's go. Quick.,film 3,
DRACO,"Not a word to anyone, understood?",film 3,
HERMIONE,That felt good.,film 3,
RON,"Not good, brilliant.",film 3,
HAGRID,Look at him. Loves the smell of the trees when the wind blows through them.,film 3,
HARRY,Why don't we just set him free?,film 3,
HAGRID,"They'd know it was me, and then Dumbledore would get into trouble.",film 3,
HAGRID,"He's coming down, Dumbledore.",film 3,
HAGRID,Says he wants to be with me when they...When it happens.,film 3,
HAGRID,"Great man, Dumbledore.",film 3,
HAGRID,A great man.,film 3,
HERMIONE,We'll stay with you too.,film 3,
HAGRID,You'll do no such thing!,film 3,
HAGRID,Think I want you seeing something like that? No.,film 3,
HAGRID,You just drink your tea and be off.,film 3,
HAGRID,"Oh. Before you do, Ron...",film 3,
RON,Scabbers! You're alive!,film 3,
HAGRID,Keep a closer eye on your pet.,film 3,
HERMIONE,I think you owe someone an apology.,film 3,
RON,"Right. Next time I see Crookshanks, I'll let him know.",film 3,
HERMIONE,I meant me!,film 3,
HAGRID,Blimey. What was that?,film 3,
HARRY,Hagrid!,film 3,
HAGRID,"Oh, crikey.",film 3,
DUMBLEDORE,"No, minister. Over this way.",film 3,
HAGRID,It's late. It's nearly dark.,film 3,
HAGRID,You shouldn't be here.,film 3,
HAGRID,"Someone sees you outside this time of night, you'll be in trouble.",film 3,
HAGRID,"Particularly you, Harry.",film 3,
HAGRID,With you in a moment!,film 3,
HAGRID,Quick. Quick!,film 3,
HARRY,Hagrid.,film 3,
HARRY,It'll be fine. It'll be okay.,film 3,
HAGRID,"Go on, go on!",film 3,
DUMBLEDORE,That's ling you see over there...,film 3,
FUDGE,On the slope.,film 3,
DUMBLEDORE,"On the slope... Ah, Hagrid.",film 3,
HAGRID,Professor Dumbledore.,film 3,
DUMBLEDORE,Good evening.,film 3,
HAGRID,Minister. Make your way through.,film 3,
HAGRID,"Have a tea, if you like.",film 3,
FUDGE,"No, Hagrid.",film 3,
HAGRID,Gentlemen.,film 3,
DUMBLEDORE,I'd like a cup of tea.,film 3,
FUDGE,"Well, I think we should get down to our business, shall we?",film 3,
FUDGE,"Very well. It is the decision of the Committee for the Disposal of Dangerous Creatures that the hippogriff Buckbeak here in after called ""the condemned,"" shall be executed this day at sundown.",film 3,
HAGRID,"Dear, dear...",film 3,
DUMBLEDORE,"Now, now, Hagrid. Now, come on.",film 3,
DUMBLEDORE,All right. It'll be all right.,film 3,
FUDGE,The execution shall dispatch...,film 3,
HARRY,What?,film 3,
HERMIONE,I thought I just saw...Never mind.,film 3,
RON,Let's go!,film 3,
HAGRID,Buckbeak didn't mean no harm.,film 3,
HARRY,"Oh, no.",film 3,
RON,He bit me. Scabbers.,film 3,
HERMIONE,Ron. Ron!,film 3,
HARRY,Ron!,film 3,
RON,"Scabbers, come back.",film 3,
HARRY,Wait!,film 3,
RON,"Scabbers, you bit me!",film 3,
HERMIONE,"Harry, you do realize what tree this is?",film 3,
HARRY,"That's not good. Ron, run!",film 3,
RON,"Harry, Hermione, run!",film 3,
RON,It's the Grim!,film 3,
RON,Ah! Harry!,film 3,
HARRY,"Ron! Ron, wait!",film 3,
RON,Harry!Help!,film 3,
HERMIONE,Ron!!,film 3,
HARRY,Ron!,film 3,
HARRY,Ron. Ron.,film 3,
HERMIONE,Ron!,film 3,
HARRY,Come on!,film 3,
HARRY,Move!,film 3,
HERMIONE,Duck!,film 3,
HERMIONE,Harry!,film 3,
HERMIONE,"Oh, I'm sorry.",film 3,
HARRY,Don't worry.,film 3,
HERMIONE,Where do you suppose this goes?,film 3,
HARRY,I have a hunch.,film 3,
HARRY,I just hope I'm wrong.,film 3,
HERMIONE,"We're in the Shrieking Shack, aren't we?",film 3,
HARRY,Come on.,film 3,
HARRY,Ron.,film 3,
HERMIONE,Ron. You're okay.,film 3,
HARRY,The dog. Where is it?,film 3,
RON,It's a trap. He's the dog.,film 3,
RON,He's an Animagus.,film 3,
HERMIONE,"If you want to kill Harry, you have to kill us too!",film 3,
SIRIUS,No. Only one will die tonight.,film 3,
HARRY,Then it'll be you!,film 3,
SIRIUS,"Are you going to kill me, Harry?",film 3,
LUPIN,Expelliarmus!,film 3,Expelliarmus
LUPIN,"Well, well, Sirius.",film 3,
LUPIN,"Looking rather ragged, aren't we?",film 3,
LUPIN,"Finally, the flesh reflects the madness within.",film 3,
SIRIUS,"Well, you'd know all about the madness within, wouldn't you Remus?",film 3,
SIRIUS,I found him.,film 3,
LUPIN,I know.,film 3,
SIRIUS,It's him.,film 3,
LUPIN,I understand.,film 3,
SIRIUS,Let's kill him!,film 3,
HERMIONE,No! I trusted you!,film 3,
HERMIONE,"And all this time, you've been his friend.",film 3,
HERMIONE,He's a werewolf!,film 3,
HERMIONE,That's why he's been missing classes.,film 3,
LUPIN,How long have you known?,film 3,
HERMIONE,Since Professor Snape set the essay.,film 3,
LUPIN,"Well, Hermione.",film 3,
LUPIN,You are the brightest witch of your age I've ever met.,film 3,
SIRIUS,"Enough talk, Remus!",film 3,
SIRIUS,"Come on, let's kill him!",film 3,
LUPIN,Wait!,film 3,
SIRIUS,I did my waiting!,film 3,
SIRIUS,Twelve years of it! In Azkaban!,film 3,
LUPIN,Very well. Kill him.,film 3,
LUPIN,But wait one more minute.,film 3,
LUPIN,Harry has the right to know why.,film 3,
HARRY,I know why.,film 3,
HARRY,You betrayed my parents.,film 3,
HARRY,You're the reason they're dead!,film 3,
LUPIN,"No, it wasn't him.",film 3,
LUPIN,"Somebody did betray your parents somebody who, until quite recently, I believed to be dead!",film 3,
HARRY,"Who was it, then?",film 3,
SIRIUS,Peter Pettigrew!,film 3,
SIRIUS,And he's in this room! Right now!,film 3,
SIRIUS,"Come out, come out, Peter!",film 3,
SIRIUS,"Come out, come out and play!",film 3,
SNAPE,Expelliarmus!,film 3,Expelliarmus
SNAPE,Vengeance is sweet.,film 3,
SNAPE,How I hoped I'd be the one to catch you.,film 3,
LUPIN,Severus...,film 3,
SNAPE,I told Dumbledore you were helping a friend into the castle. Here's the proof.,film 3,
SIRIUS,"Brilliant, Snape.",film 3,
SIRIUS,Once again you've put your keen mind to the task and come to the wrong conclusion.,film 3,
SIRIUS,"If you'll excuse us, Remus and I have business to attend to.",film 3,
SNAPE,Give me a reason. I beg you!,film 3,
LUPIN,Severus don't be a fool.,film 3,
SIRIUS,He can't help it. It's habit.,film 3,
LUPIN,Sirius be quiet.,film 3,
SIRIUS,Be quiet yourself!,film 3,
SNAPE,"You two, quarrelling like an old married couple.",film 3,
SIRIUS,Why don't you run along and play with your chemistry set!,film 3,
SNAPE,"I could do it, you know.",film 3,
SNAPE,But why deny the dementors?,film 3,
SNAPE,They're so longing to see you.,film 3,
SNAPE,Do I detect a flicker of fear?,film 3,
SNAPE,"Oh, yes. A Dementor's Kiss. One can only imagine what that must be like.",film 3,
SNAPE,"It's said to be nearly unbearable to witness, but I'll do my best.",film 3,
LUPIN,"Severus, please.",film 3,
SNAPE,After you.,film 3,
HARRY,Expelliarmus!,film 3,Expelliarmus
RON,Harry! What did you just do?,film 3,
HERMIONE,You attacked a teacher!,film 3,
HARRY,Tell me about Peter.,film 3,
LUPIN,He was at school with us.,film 3,
LUPIN,We thought he was our friend!,film 3,
HARRY,No. Pettigrew's dead. You killed him!,film 3,
LUPIN,"No, he didn't.",film 3,
LUPIN,"I thought so too, until you mentioned Pettigrew on the map!",film 3,
HARRY,"The map was lying, then.",film 3,
SIRIUS,The map never lies!,film 3,
SIRIUS,Pettigrew's alive!,film 3,
SIRIUS,And he's right there!,film 3,
RON,Me?! He's mental!,film 3,
SIRIUS,Not you! Your rat!,film 3,
RON,Scabbers has been in my family for...,film 3,
SIRIUS,Twelve years?,film 3,
SIRIUS,Curiously long life for a common garden rat!,film 3,
SIRIUS,"He's missing a toe, isn't he?",film 3,
RON,So what?,film 3,
HARRY,All they could find of Pettigrew was his...,film 3,
SIRIUS,Finger!,film 3,
SIRIUS,Dirty coward cut it off so everyone would think he was dead!,film 3,
SIRIUS,And then he transformed into a rat!,film 3,
HARRY,Show me.,film 3,
HARRY,"Give it to him, Ron.",film 3,
RON,What are you trying to do to him?,film 3,
RON,Scabbers!,film 3,
RON,Leave him alone! Get off him!,film 3,
RON,What are you doing?,film 3,
PETTIGREW,Remus? Sirius. My old friends!,film 3,
PETTIGREW,Harry! Look at you.,film 3,
PETTIGREW,You look so much like your father.,film 3,
PETTIGREW,James. We were the best of friends...,film 3,
SIRIUS,How dare you speak to Harry!,film 3,
SIRIUS,How dare you talk about James in front of him!,film 3,
LUPIN,You sold James and Lily to Voldemort!,film 3,
PETTIGREW,I didn't mean to!,film 3,
PETTIGREW,The Dark Lord. You have no idea the weapons he possesses!,film 3,
PETTIGREW,"Ask yourself, Sirius!",film 3,
PETTIGREW,What would you have done?,film 3,
PETTIGREW,What would you have done?,film 3,
SIRIUS,"I'm gonna died, I'm gonna die rather than betray my friends!",film 3,
PETTIGREW,James wouldn't have wanted me killed!,film 3,
PETTIGREW,Your dad would have spared me!,film 3,
PETTIGREW,He would have shown me mercy!,film 3,
SIRIUS,"Should have realized if Voldemort didn't kill you, we would. Together!",film 3,
HARRY,No!,film 3,
LUPIN,"Harry, this man...",film 3,
HARRY,I know what he is.,film 3,
HARRY,But we'll take him to the castle.,film 3,
PETTIGREW,"Bless you, boy. Bless you!",film 3,
HARRY,Get off!,film 3,
HARRY,I said we'd take you to the castle.,film 3,
HARRY,"After that, the dementors can have you.",film 3,
SIRIUS,Sorry about the bite.,film 3,
SIRIUS,I reckon that twinges a bit.,film 3,
RON,A bit? A bit?,film 3,
RON,You almost tore my leg off!,film 3,
SIRIUS,I was going for the rat.,film 3,
SIRIUS,"Normally, I have a very sweet disposition as a dog.",film 3,
SIRIUS,"More than once, James suggested that I make the change permanent.",film 3,
SIRIUS,The tail I could live with.,film 3,
SIRIUS,"But the fleas, they're murder.",film 3,
HARRY,Okay.,film 3,
RON,You better go.,film 3,
HARRY,"No. Don't worry, okay?",film 3,
HARRY,It's fine. I'll stay.,film 3,
HERMIONE,"You go, I'll stay.",film 3,
HARRY,You okay?,film 3,
RON,I'm fine. Go.,film 3,
HERMIONE,That looks really painful.,film 3,
RON,So painful.,film 3,
RON,They might chop it.,film 3,
HERMIONE,I'm sure Madam Pomfrey will fix it in a heartbeat.,film 3,
RON,It's too late. It's ruined.,film 3,
RON,It'll have to be chopped off.,film 3,
SIRIUS,"It's beautiful, isn't it?",film 3,
SIRIUS,I'll never forget the first time I walked through those doors.,film 3,
SIRIUS,It'll be nice to do it again as a free man.,film 3,
SIRIUS,That was a noble thing you did back there.,film 3,
SIRIUS,He doesn't deserve it.,film 3,
HARRY,I didn't think my dad would have wanted his best friends to become killers.,film 3,
HARRY,"Besides, dead, the truth dies with him.",film 3,
HARRY,"Alive, you're free.",film 3,
PETTIGREW,Turn me into a flobberworm.,film 3,
PETTIGREW,Anything but the dementors!,film 3,
PETTIGREW,Ron! Haven't I been a good pet?,film 3,
PETTIGREW,"You won't let them give me to the dementors, will you?",film 3,
PETTIGREW,I was your rat!,film 3,
PETTIGREW,"Sweet, clever girl! Surely you won't...",film 3,
LUPIN,Get away from her!,film 3,
SIRIUS,"I don't know if you know, Harry but when you were born, James and Lily made me your godfather.",film 3,
HARRY,I know.,film 3,
SIRIUS,I can understand if you choose to stay with your aunt and uncle but if you ever wanted a different home...,film 3,
HARRY,What? Come and live with you?,film 3,
SIRIUS,It's just a thought.,film 3,
SIRIUS,I can understand if you don't want to.,film 3,
HERMIONE,Harry!,film 3,
SIRIUS,"Remus, my old friend.",film 3,
SIRIUS,Have you taken your potion tonight?,film 3,
SIRIUS,"You know the man you truly are, Remus!",film 3,
SIRIUS,This heart is where you truly live! Here!,film 3,
SIRIUS,This flesh is only flesh!,film 3,
HARRY,Expelliarmus!,film 3,Expelliarmus
HERMIONE,Harry!,film 3,
SIRIUS,Remus! Remus!,film 3,
SIRIUS,Run! Run!,film 3,
HARRY,Come on.,film 3,
HERMIONE,Wait. Wait.,film 3,
RON,Hermione! Bad idea. Bad idea.,film 3,
HERMIONE,Professor? Professor Lupin?,film 3,
RON,Nice doggy. Nice doggy!,film 3,
SNAPE,"There you are, Potter!",film 3,
HARRY,Sirius!,film 3,
SNAPE,"Come back here, Potter!",film 3,
HARRY,Sirius!,film 3,
HARRY,No. Sirius!,film 3,
HARRY,Expecto Patronum!,film 3,Expecto Patronum
HERMIONE,Harry?,film 3,
HARRY,I saw my dad.,film 3,
HERMIONE,What?,film 3,
HARRY,He sent the dementors away.,film 3,
HARRY,I saw him across the lake.,film 3,
HERMIONE,"Listen Harry, they've captured Sirius.",film 3,
HERMIONE,Any minute the dementors are gonna perform the Kiss.,film 3,
HARRY,They're gonna kill him?,film 3,
HERMIONE,No. It's worse.,film 3,
HERMIONE,Much worse.,film 3,
HERMIONE,They're going to suck out his soul.,film 3,
HERMIONE,"Headmaster, you've got to stop them.",film 3,
HERMIONE,They've got the wrong man.,film 3,
HARRY,It's true sir. Sirius is innocent.,film 3,
RON,It's Scabbers who did it.,film 3,
DUMBLEDORE,Scabbers?,film 3,
RON,"He's my rat, sir.",film 3,
RON,He's not really a rat. He was a rat.,film 3,
RON,He was my brother Percy's rat.,film 3,
RON,But then they gave him an owl...,film 3,
HERMIONE,"The point is, we know the truth.",film 3,
HERMIONE,Please believe us.,film 3,
DUMBLEDORE,"I do, Miss Granger.",film 3,
DUMBLEDORE,But the word of three 13-year-old wizards will convince few others.,film 3,
DUMBLEDORE,"A child's voice, however honest and true is meaningless to those who have forgotten how to listen.",film 3,
DUMBLEDORE,"Mysterious thing, time.",film 3,
DUMBLEDORE,"Powerful and when meddled with, dangerous.",film 3,
